value,source_line,source
"-- ... the ability to grab a stranger and dance for four minutes emitting the vibes that you're wildly in love, then turn on a heel and walk off. Suddenly, it all begins to make more sense. Dancing tango is ridiculously enjoyable. Partner dances generally are - this is not news - see Jane Austen. Tango delivers particularly well, because it's all about making a certain kind of short-lived music-based physical and mental connection that is a lot of fun. The vibes part is in the Not Even Wrong class - what you should be doing is not bad acting, it's dancing. But the truth of how that's done is complex, interesting, and would not fit in the box provided. And it's normally nearer twelve minutes, unless something has gone badly wrong.",819500,en_US.blogs
"One of the things the author says is that people tend to forget their were other troops there, besides the Australian and New Zealanders. I mean there were other troops fighting WITH the Anzacs. Obviously there were troops fighting against them.",488579,en_US.blogs
My own children's library program *came into my life* not much longer after that declaration to the Universe.,398110,en_US.blogs
3. may be a super model,416687,en_US.blogs
-Armenia,428825,en_US.blogs
"I was beginning to think that he was going to eat the cat (not calling him Gore Vidal anymore) so hungry was he. His stomach rumbled all last night, something sounding like the pained moans of a wounded creature echoing through the deep, dark cave it'd crawled away to die in.",180673,en_US.blogs
In that time I have had the great privilege and honor to work with and meet -- and in some cases become friends with -- a lot of amazing advertising people.,405039,en_US.blogs
"Okay, more to come. There are some darn cute little videos. But this is all for tonight.",301814,en_US.blogs
Until a few weeks ago!,618817,en_US.blogs
"Once this enormous prize has been given away we will start doing challenges of our own. These challenges will be held fortnightly to allow you enough time to create your masterpieces and enter the challenges.There will be sketch challenges, colour challenges, inspiration images and much much more.",185107,en_US.blogs
"i had this old footstool sitting around, and decided to go to town on it! it didn't necessarily turn out exactly as i would like, but it definitely put a modern spin on a classic, and i think it'll be a cool white addition to my home. plus, the sheen on the paint i used makes it ultra-shiny, which adds a lot to the originally traditional piece.",695027,en_US.blogs
"*The first round of the French elections were today. About a week ago they put up campaign posters. I'm talking one poster per candidate. ONE week ago. Look at them... it's like Photoshop hasn't come to France yet. Well, maybe it actually hasn't. I wouldn't be surprised.",579212,en_US.blogs
"It’s really stupid to assume timeline is creepy when you’ve made it through the ticker. Now that is creepy. It kind of makes creeping a full time job. Sure, you could turn that off, but I mean…it’s safe to assume nobody else does. And then nothing you do is safe. You know, unless you aren’t secretly a prick.",777407,en_US.blogs
"Caught the first boat in the morning over to koh Tao and headed back to View Rock for a few days of diving and relaxing. The owners laughed when they saw us, as it was our third time returning in less than a month (highly recommend). We spent some quality time with our favorite Thai watch dog, Durian and managed to fit in 4 dives! The first was filled with mean old triggerfish, but the third one was amazing! We went out to Chumphorn pinnacle where there are millions of fishies everywhere! We saw some groupers almost as big as we were and some teensy tiny",77644,en_US.blogs
"The many battles that have been fought to keep the original names of cities and towns, has ultimately been a fruitless exercise, as the ANC and their liberal cronies have always been one step ahead, and have crafty managed to advance their agenda of alienation in slow gradual stages, step-by-step… so much so that the country’s maps, online and in print form, have become a scribbled jumble of utter confusion.",667748,en_US.blogs
"I'm trying to prepare myself for the week ahead and organize myself in a way that will help me to be more creatively productive. I have learned that I am my ""best self"" when I am creating in some way. When I ignore that part of myself I become depressed and despairing. It can be very difficult to lift myself out of it again.",544892,en_US.blogs
Stakeholder performance appraisal results to date indicate that a holistic stakeholder relationship marketing orientation that incorporates triple bottom line philosophy significantly enhances business financial performance beyond that achieved by a customer relationship marketing orientation.,168228,en_US.blogs
“When was that?” I asked.,398835,en_US.blogs
"I guess once you make your mind up that you really want something you will do whatever it takes to get it. And so, we did.",1533,en_US.blogs
I could be hit by a car tomorrow. There are no guarantees in life.,453145,en_US.blogs
"1. The teenage Jobs was bright, rebellious and literally odious – his affiliation to the counterculture, Dylan, bizarre diets, Indian mysticism and dope/acid came with a belief that deodorant was for straights. He was a good but not brilliant electronics engineer. He could, however, recognize genius in, and be trusted as a friend by, Steve Wozniak. ‘Woz’ was too geeky to see the potential in commercializing his inventiveness, but – as with the first Apple personal computer later – Jobs could: in 1975 he subcontracted a commission from Atari for a single-player version of Pong (with a bonus for each chip saved below 50) to Woz. Jobs then shared the basic fee but pocketed the bonus without telling him.",339125,en_US.blogs
